index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year,frpm_simulado,profes_simulado,Tasa_Participacion,Puntaje_Global,Categoria_Rendimiento,Radio_Alumno_Profesor,Excepcion_Positiva,Es_Alta_Vulnerabilidad,porcentaje_eligibilidad_comidas_gratuitas,NumTeachers,Nivel_Vulnerabilidad
1457,36676113630803,S,BARSTOW HIGH,BARSTOW UNIFIED,SAN BERNARDINO,307,76,476.1804698598979,459.1759001557835,466.9044485819311,26.0,34.21,1415,0.5560621842686182,12,24.7557003257329,1402.2608185976126,Bajo Rendimiento / Riesgo,2.5,0,1,0.39,123,Media
1458,36676370000000,D,,BEAR VALLEY UNIFIED,SAN BERNARDINO,165,43,513.0724710403707,470.948328112247,481.56131940287145,17.0,39.53,1415,0.5228076187310258,0,26.060606060606062,1465.5821185554892,Rendimiento Medio,2.26,0,0,0.25,73,Baja
1459,36676373631066,S,BIG BEAR HIGH,BEAR VALLEY UNIFIED,SAN BERNARDINO,146,43,479.0257504899655,468.7388604660949,463.9400008941601,17.0,39.53,1415,0.5116888696583874,4,29.45205479452055,1411.7046118502203,Rendimiento Medio,1.6,0,0,0.1,91,Baja
1460,36676520000000,D,,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,6317,3094,479.5608867141696,502.8440081080351,481.9174576927825,1140.0,36.85,1415,0.5548148777915762,0,48.978945702073766,1464.3223525149872,Rendimiento Medio,225.61,0,0,0.12,28,Baja
1462,36676523630225,S,ALTA LOMA HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,620,319,464.7753793942318,499.0831999349031,480.256430375458,129.0,40.44,1415,0.3477472461809965,36,51.45161290322581,1444.115009704593,Rendimiento Medio,9.54,0,0,0.28,65,Baja
1463,36676523630373,S,ETIWANDA HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,815,459,467.3393518883639,464.8159129426061,479.2175099869047,170.0,37.04,1415,0.3971352741202116,54,56.31901840490797,1411.3727748178749,Rendimiento Medio,8.86,0,0,0.17,92,Baja
1464,36676523630571,S,RANCHO CUCAMONGA HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,937,583,510.387677385948,515.3508145364822,463.9592482455011,259.0,44.43,1415,0.7758660117732755,42,62.21985058697972,1489.6977401679312,Rendimiento Medio,9.97,0,1,0.05,94,Baja
1465,36676523631058,S,LOS OSOS HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,824,516,514.9989790676758,560.2040178479837,512.0297392224461,299.0,57.95,1415,0.8125195592052838,30,62.62135922330098,1587.2327361381056,Alto Rendimiento,34.33,0,1,0.24,24,Baja
1466,36676523631157,S,COLONY HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,550,265,464.7448200756904,469.3816287942244,471.4506381308074,85.0,32.08,1415,0.7747907592405321,22,48.18181818181818,1405.5770870007225,Rendimiento Medio,5.85,0,1,0.74,94,Alta
1467,36676523632205,S,CHAFFEY HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,867,361,434.2740834655067,467.8261977659583,427.0585214310218,80.0,22.16,1415,0.4436135957701195,36,41.63783160322952,1329.1588026624868,Bajo Rendimiento / Riesgo,6.28,0,0,0.34,138,Media
1468,36676523633906,S,MONTCLAIR HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,688,289,440.0077005826267,469.49488451111057,439.46943104922,59.0,20.42,1415,0.6962558521048171,43,42.00581395348838,1348.9720161429573,Bajo Rendimiento / Riesgo,14.33,0,1,0.13,48,Baja
1469,36676523634482,S,ONTARIO HIGH,CHAFFEY JOINT UNION HIGH,SAN BERNARDINO,611,289,417.64424586015446,464.3331516770234,418.3654749668282,53.0,18.34,1415,0.4834350133107691,40,47.299509001636665,1300.3428725040062,Bajo Rendimiento / Riesgo,4.53,0,0,0.46,135,Media
1471,36676780000000,D,,CHINO VALLEY UNIFIED,SAN BERNARDINO,2582,1696,458.1075358546,474.592489514824,480.2886349775369,656.0,38.68,1415,0.5693764180919084,0,65.6855151045701,1412.9886603469608,Rendimiento Medio,27.47,0,1,0.47,94,Media
1472,36676783630035,S,DON ANTONIO LUGO HIGH,CHINO VALLEY UNIFIED,SAN BERNARDINO,455,224,435.9963035337096,440.98055234782623,454.5811976316488,59.0,26.34,1415,0.2932760763400988,20,49.23076923076923,1331.5580535131846,Bajo Rendimiento / Riesgo,6.79,0,0,0.28,67,Baja
1473,36676783630522,S,RUBEN S. AYALA HIGH,CHINO VALLEY UNIFIED,SAN BERNARDINO,659,574,499.8734814429971,539.7573720557215,501.4060291069703,278.0,48.43,1415,0.5637912122809615,31,87.10166919575114,1541.0368826056888,Alto Rendimiento,20.59,0,1,0.27,32,Baja
1474,36676783631017,S,CHINO HILLS HIGH,CHINO VALLEY UNIFIED,SAN BERNARDINO,699,598,461.79707936318766,490.2079406401583,468.75769114174335,241.0,40.3,1415,0.2802951284273435,33,85.55078683834049,1420.7627111450893,Rendimiento Medio,6.03,0,0,0.11,116,Baja
1476,36676783632502,S,CHINO HIGH,CHINO VALLEY UNIFIED,SAN BERNARDINO,553,299,427.3327584349868,461.8088063836652,465.2398437340414,78.0,26.09,1415,0.7485211411339546,22,54.06871609403255,1354.3814085526933,Bajo Rendimiento / Riesgo,3.71,0,1,0.14,149,Baja
1477,36676860000000,D,,COLTON JOINT UNIFIED,SAN BERNARDINO,1755,547,444.11922074360393,453.2533195037929,437.9541515261689,138.0,25.23,1415,0.5156680445094151,0,31.168091168091166,1335.3266917735657,Bajo Rendimiento / Riesgo,15.67,0,0,0.41,112,Media
1478,36676860125500,S,GRAND TERRACE HIGH SCHOOL AT THE RAY ABRIL JR. EDU,COLTON JOINT UNIFIED,SAN BERNARDINO,548,211,435.1602810225328,462.1779646586922,455.6444074486018,50.0,23.7,1415,0.2949530664475986,23,38.503649635036496,1352.9826531298268,Bajo Rendimiento / Riesgo,9.29,0,0,0.28,59,Baja
1480,36676863631322,S,BLOOMINGTON HIGH,COLTON JOINT UNIFIED,SAN BERNARDINO,490,207,462.76687299460735,456.1229959386195,456.163523115907,57.0,27.54,1415,0.1983053148289714,30,42.24489795918368,1375.053392049134,Bajo Rendimiento / Riesgo,10.0,0,0,0.46,49,Media
1481,36676863632742,S,COLTON HIGH,COLTON JOINT UNIFIED,SAN BERNARDINO,439,128,444.3775846192723,421.35657454006696,435.18181152640494,30.0,23.44,1415,0.8085491643521755,15,29.157175398633257,1300.9159706857442,Bajo Rendimiento / Riesgo,3.43,0,1,0.07,128,Baja
1482,36677100000000,D,,FONTANA UNIFIED,SAN BERNARDINO,3295,1406,442.4263431936492,446.124835221307,440.7529603401073,259.0,18.42,1415,0.5121780176683725,0,42.67071320182095,1329.3041387550634,Bajo Rendimiento / Riesgo,94.14,0,0,0.32,35,Baja
1483,36677100108191,S,SUMMIT HIGH,FONTANA UNIFIED,SAN BERNARDINO,607,332,465.3970675104325,473.66435533773154,442.98455662668096,77.0,23.19,1415,0.5048443065732842,40,54.69522240527183,1382.045979474845,Bajo Rendimiento / Riesgo,5.52,0,0,0.14,110,Baja
1484,36677100120758,S,JURUPA HILLS HIGH,FONTANA UNIFIED,SAN BERNARDINO,428,203,430.6590640801346,434.3619272968549,390.6313678411809,30.0,14.78,1415,0.4365884502719128,28,47.42990654205608,1255.6523592181704,Bajo Rendimiento / Riesgo,7.38,0,0,0.42,58,Media
1485,36677103630555,S,FONTANA A. B. MILLER HIGH,FONTANA UNIFIED,SAN BERNARDINO,550,185,453.58152612809175,433.07212719098266,429.373775731168,33.0,17.84,1415,0.7176150067055429,23,33.63636363636363,1316.0274290502423,Bajo Rendimiento / Riesgo,5.85,0,1,0.19,94,Baja
1486,36677103630902,S,HENRY J. KAISER HIGH,FONTANA UNIFIED,SAN BERNARDINO,602,382,440.7967830777325,415.2751318709153,438.2582402583492,70.0,18.32,1415,0.7350781495373612,33,63.45514950166113,1294.330155206997,Bajo Rendimiento / Riesgo,8.6,0,1,0.03,70,Baja
1487,36677103633302,S,FONTANA HIGH,FONTANA UNIFIED,SAN BERNARDINO,605,304,424.3153437434385,452.8241562604648,435.68875468306913,49.0,16.12,1415,0.3825337231809232,31,50.24793388429752,1312.8282546869723,Bajo Rendimiento / Riesgo,8.77,0,0,0.31,69,Baja
1488,36677360000000,D,,HELENDALE ELEMENTARY,SAN BERNARDINO,268,25,499.62176611178575,463.3104740559377,473.0876654413871,13.0,52.0,1415,0.6005065399337429,0,9.328358208955224,1436.0199056091103,Rendimiento Medio,4.7,0,1,0.33,57,Baja
1489,36677360116723,S,ACADEMY OF CAREERS AND EXPLORATION,HELENDALE ELEMENTARY,SAN BERNARDINO,38,22,517.9260569101237,498.4178346069855,507.07062326681455,12.0,54.55,1415,0.6355326402316567,2,57.89473684210527,1523.4145147839238,Rendimiento Medio,0.59,0,1,0.65,64,Media
1492,36677770000000,D,,MORONGO UNIFIED,SAN BERNARDINO,787,166,457.7337636000191,467.7930246808285,473.5367948058501,61.0,36.75,1415,0.4607178960206473,0,21.092757306226176,1399.0635830866977,Bajo Rendimiento / Riesgo,39.35,0,0,0.3,20,Baja
1494,36677773636743,S,TWENTYNINE PALMS HIGH,MORONGO UNIFIED,SAN BERNARDINO,173,69,462.1137782539109,491.97442859735423,458.7041507241473,22.0,31.88,1415,0.7631181584619399,6,39.884393063583815,1412.7923575754126,Rendimiento Medio,2.28,0,1,0.05,76,Baja
1495,36677773638616,S,YUCCA VALLEY HIGH,MORONGO UNIFIED,SAN BERNARDINO,286,95,469.7202200373287,468.9963775987868,476.6615762588536,38.0,40.0,1415,0.5273661869152061,15,33.21678321678322,1415.378173894969,Rendimiento Medio,4.14,0,0,0.47,69,Media
1496,36678010000000,D,,NEEDLES UNIFIED,SAN BERNARDINO,62,15,431.7850859131235,459.7841490921006,423.0034558481359,4.0,26.67,1415,0.515322855561465,0,24.193548387096776,1314.57269085336,Bajo Rendimiento / Riesgo,0.48,0,0,0.21,130,Baja
1497,36678013634169,S,NEEDLES HIGH,NEEDLES UNIFIED,SAN BERNARDINO,58,15,468.4040730376983,464.80541819948456,402.6289254188444,4.0,26.67,1415,0.3477306984590025,2,25.86206896551724,1335.8384166560272,Bajo Rendimiento / Riesgo,1.29,0,0,0.16,45,Baja
1498,36678270000000,D,,ORO GRANDE ELEMENTARY,SAN BERNARDINO,596,115,442.12512538926273,456.6607631757045,448.7439520044631,32.0,27.83,1415,0.5619031225663064,0,19.29530201342282,1347.5298405694305,Bajo Rendimiento / Riesgo,6.77,0,1,0.38,88,Media
1500,36678270113928,S,RIVERSIDE PREPARATORY,ORO GRANDE ELEMENTARY,SAN BERNARDINO,163,113,462.56492252596064,418.8046370425486,445.5625257492327,31.0,27.43,1415,0.1762997632792351,5,69.32515337423312,1326.932085317742,Bajo Rendimiento / Riesgo,3.4,0,0,0.25,48,Baja
1501,36678430000000,D,,REDLANDS UNIFIED,SAN BERNARDINO,1867,863,497.8606115238055,492.2259151254872,512.1719404522474,431.0,49.94,1415,0.5144995743363465,0,46.223888591322975,1502.2584671015402,Rendimiento Medio,77.79,0,0,0.19,24,Baja
1502,36678430118802,S,CITRUS VALLEY HIGH,REDLANDS UNIFIED,SAN BERNARDINO,534,274,514.845953011129,502.3128225558936,459.0166714676856,121.0,44.16,1415,0.2395067608556922,26,51.31086142322098,1476.1754470347082,Rendimiento Medio,8.09,0,0,0.18,66,Baja
1504,36678433630779,S,REDLANDS EAST VALLEY HIGH,REDLANDS UNIFIED,SAN BERNARDINO,481,253,512.46911095727,503.9328007188303,507.9158378778865,126.0,49.8,1415,0.1500081443287562,18,52.5987525987526,1524.3177495539867,Rendimiento Medio,5.23,0,0,0.13,92,Baja
1505,36678433630928,S,GROVE,REDLANDS UNIFIED,SAN BERNARDINO,33,26,530.9117369407224,503.9598035542421,509.0877428911273,16.0,61.54,1415,0.4415960799376045,1,78.78787878787878,1543.959283386092,Alto Rendimiento,1.94,0,0,0.53,17,Media
1506,36678433635042,S,REDLANDS SENIOR HIGH,REDLANDS UNIFIED,SAN BERNARDINO,585,308,511.6379156252319,548.2782209242498,517.3085618068518,168.0,54.55,1415,0.5157571267599119,23,52.649572649572654,1577.2246983563336,Alto Rendimiento,3.93,0,0,0.18,149,Baja
1507,36678500000000,D,,RIALTO UNIFIED,SAN BERNARDINO,2103,758,411.6673029023575,441.46139271473146,414.6230735302112,130.0,17.15,1415,0.5296417581164298,0,36.043747028055165,1267.7517691473,Bajo Rendimiento / Riesgo,116.83,0,0,0.46,18,Media
1508,36678500102830,S,WILMER AMINA CARTER HIGH,RIALTO UNIFIED,SAN BERNARDINO,578,260,440.19462740083645,439.8416948609924,422.502714735112,48.0,18.46,1415,0.1882440940006806,27,44.982698961937714,1302.539036996941,Bajo Rendimiento / Riesgo,9.32,0,0,0.5,62,Media
1511,36678503630597,S,RIALTO HIGH,RIALTO UNIFIED,SAN BERNARDINO,661,304,411.9941590145052,429.4204833630647,407.3111561831604,51.0,16.78,1415,0.3629391037453966,38,45.99092284417549,1248.7257985607305,Bajo Rendimiento / Riesgo,7.51,0,0,0.33,88,Baja
1512,36678503633005,S,EISENHOWER SENIOR HIGH,RIALTO UNIFIED,SAN BERNARDINO,554,192,443.5692103106025,423.2181775521324,421.21953887126136,31.0,16.15,1415,0.3627597585785191,18,34.65703971119133,1288.0069267339964,Bajo Rendimiento / Riesgo,5.96,0,0,0.15,93,Baja
1513,36678680000000,D,,RIM OF THE WORLD UNIFIED,SAN BERNARDINO,273,84,479.5571427815889,523.5722372523218,500.31134500834605,42.0,50.0,1415,0.4343363793884771,0,30.76923076923077,1503.4407250422566,Rendimiento Medio,15.17,0,0,0.18,18,Baja
1514,36678683635265,S,RIM OF THE WORLD SENIOR HIGH,RIM OF THE WORLD UNIFIED,SAN BERNARDINO,248,84,504.41589927050734,475.93055081780784,462.7770230725448,42.0,50.0,1415,0.3112916634821449,8,33.87096774193548,1443.12347316086,Rendimiento Medio,13.78,0,0,0.44,18,Media
1515,36678760000000,D,,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,3664,1204,430.6928525535181,442.5086619893614,444.01860700950897,225.0,18.69,1415,0.5489428757560056,0,32.86026200873363,1317.2201215523885,Bajo Rendimiento / Riesgo,27.34,0,0,0.06,134,Baja
1517,36678760109850,S,PUBLIC SAFETY ACADEMY,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,40,17,417.70048698623447,431.24072925594135,411.4824367608899,1.0,5.88,1415,0.6605413558615975,1,42.5,1260.4236530030655,Bajo Rendimiento / Riesgo,0.3,0,1,0.04,133,Baja
1518,36678760120568,S,OPTIONS FOR YOUTH-SAN BERNARDINO,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,93,22,450.1769530670043,479.9065984992037,462.7696390257387,7.0,31.82,1415,0.8267918498594997,3,23.655913978494624,1392.8531905919467,Bajo Rendimiento / Riesgo,3.0,0,1,0.13,31,Baja
1519,36678760125450,S,INDIAN SPRINGS HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,427,208,407.9587711692197,419.0106981946185,389.3837124965984,17.0,8.17,1415,0.3070054382995315,22,48.71194379391101,1216.3531818604365,Bajo Rendimiento / Riesgo,3.88,0,0,0.42,110,Media
1521,36678763631082,S,ARROYO VALLEY HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,540,195,431.207986019037,416.71907184697153,411.82159029218,29.0,14.87,1415,0.6693274288711005,36,36.11111111111111,1259.7486481581884,Bajo Rendimiento / Riesgo,6.43,0,1,0.64,84,Media
1522,36678763631090,S,MIDDLE COLLEGE HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,56,58,469.72556177281473,466.9291636067632,444.5478557166241,18.0,31.03,1415,0.7438977653633673,3,100.0,1381.202581096202,Bajo Rendimiento / Riesgo,0.5,0,1,0.33,111,Baja
1523,36678763632221,S,CAJON HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,654,317,430.6965347211245,445.3401537569451,450.3321069655867,89.0,28.08,1415,0.4458404379095263,34,48.47094801223242,1326.3687954436564,Bajo Rendimiento / Riesgo,29.73,0,0,0.53,22,Media
1524,36678763634680,S,PACIFIC HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,299,114,412.7425171397782,406.4025042515192,414.6668972858985,13.0,11.4,1415,0.3620516339483004,14,38.12709030100335,1233.811918677196,Bajo Rendimiento / Riesgo,2.34,0,0,0.32,128,Baja
1525,36678763635844,S,SAN BERNARDINO HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,343,133,413.2702356343893,411.5466601500702,430.0237749180175,20.0,15.04,1415,0.3777065938161217,20,38.775510204081634,1254.840670702477,Bajo Rendimiento / Riesgo,18.05,0,0,0.48,19,Media
1526,36678763636081,S,SAN GORGONIO HIGH,SAN BERNARDINO CITY UNIFIED,SAN BERNARDINO,348,138,424.9604178831858,458.0270651970859,433.4501117563858,31.0,22.46,1415,0.6488349331689589,17,39.6551724137931,1316.4375948366574,Bajo Rendimiento / Riesgo,5.7,0,1,0.21,61,Baja
1529,36679340000000,D,,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,2447,778,469.7558638072944,441.35681059632896,447.1874106460077,188.0,24.16,1415,0.5625295620286662,0,31.79403351042092,1358.300085049631,Bajo Rendimiento / Riesgo,45.31,0,1,0.36,54,Media
1530,36679340110064,S,UNIVERSITY PREPARATORY,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,167,159,479.0302513693305,507.3535009269491,497.7700623101367,76.0,47.8,1415,0.2771297774296218,6,95.20958083832336,1484.1538146064163,Rendimiento Medio,1.23,0,0,0.4,136,Media
1531,36679340125419,S,ADELANTO HIGH,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,384,129,423.76752643069335,407.1758016761331,428.32978314744105,18.0,13.95,1415,0.4096587057104356,25,33.59375,1259.2731112542674,Bajo Rendimiento / Riesgo,2.58,0,0,0.18,149,Baja
1532,36679343630670,S,OPTIONS FOR YOUTH-VICTORVILLE CHARTER,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,466,73,446.76128606837904,386.24055264094153,430.9533621477133,8.0,10.96,1415,0.781358137724405,15,15.665236051502148,1263.9552008570338,Bajo Rendimiento / Riesgo,4.31,0,1,0.13,108,Baja
1533,36679343630761,S,EXCELSIOR CHARTER,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,341,74,514.6418311447881,506.0294987041129,482.0120603731456,34.0,45.95,1415,0.7146854637863175,14,21.700879765395893,1502.6833902220465,Rendimiento Medio,8.12,0,1,0.28,42,Baja
1534,36679343630787,S,SILVERADO HIGH,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,516,160,449.1916286613873,410.32591390821096,438.5479936217865,23.0,14.38,1415,0.8394008819337331,25,31.00775193798449,1298.0655361913848,Bajo Rendimiento / Riesgo,5.67,0,1,0.07,91,Baja
1535,36679343638012,S,VICTOR VALLEY HIGH,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,450,164,457.6687035639961,433.5636991033684,412.0298924856564,22.0,13.41,1415,0.6779737817774565,16,36.44444444444444,1303.262295153021,Bajo Rendimiento / Riesgo,7.14,0,1,0.25,63,Baja
1536,36679346114698,S,COBALT INSTITUTE OF MATH AND SCIENCE ACADEMY,VICTOR VALLEY UNION HIGH,SAN BERNARDINO,18,19,517.3624971078272,476.8305576774353,468.03930814840993,7.0,36.84,1415,0.4252366407195456,0,100.0,1462.2323629336724,Rendimiento Medio,0.18,0,0,0.42,100,Media
1537,36679590000000,D,,YUCAIPA-CALIMESA JOINT UNIFIED,SAN BERNARDINO,714,251,456.36772161074106,497.3346135205848,454.735401436763,103.0,41.04,1415,0.4209272279656502,0,35.154061624649856,1408.437736568089,Rendimiento Medio,10.5,0,0,0.61,68,Media
1539,36679593638509,S,YUCAIPA HIGH,YUCAIPA-CALIMESA JOINT UNIFIED,SAN BERNARDINO,591,250,469.0528589380628,469.519876901354,469.4172114754082,102.0,40.8,1415,0.6127099779731242,21,42.30118443316413,1407.9899473148248,Rendimiento Medio,18.47,0,1,0.15,32,Baja
1542,36738900000000,D,,SILVER VALLEY UNIFIED,SAN BERNARDINO,86,30,465.5207382660994,485.7931332735373,456.0624139033056,11.0,36.67,1415,0.4058450616109113,0,34.88372093023256,1407.3762854429424,Rendimiento Medio,2.1,0,0,0.45,41,Media
1543,36738903630274,S,SILVER VALLEY HIGH,SILVER VALLEY UNIFIED,SAN BERNARDINO,67,29,491.2690062230403,465.8802626888009,441.9399829558592,11.0,37.93,1415,0.5311478713727056,4,43.28358208955223,1399.0892518677003,Bajo Rendimiento / Riesgo,0.78,0,0,0.06,86,Baja
1545,36739570000000,D,,SNOWLINE JOINT UNIFIED,SAN BERNARDINO,643,202,482.7912597196329,484.3244351231333,456.7672295040219,95.0,47.03,1415,0.496493534004025,0,31.41524105754277,1423.882924346788,Rendimiento Medio,4.34,0,0,0.62,148,Media
1546,36739573630233,S,SERRANO HIGH,SNOWLINE JOINT UNIFIED,SAN BERNARDINO,511,200,482.3660480785303,528.0017302507435,472.6542616719297,95.0,47.5,1415,0.2671249128007422,17,39.138943248532286,1483.0220400012035,Rendimiento Medio,3.76,0,0,0.16,136,Baja
1549,36750440000000,D,,HESPERIA UNIFIED,SAN BERNARDINO,2105,672,459.085095970346,433.26766314494233,420.5850629867708,171.0,25.45,1415,0.4986338724279783,0,31.923990498812348,1312.9378221020593,Bajo Rendimiento / Riesgo,17.69,0,0,0.4,119,Media
1552,36750440116707,S,ENCORE JR./SR. HIGH SCHOOL FOR THE PERFORMING AND,HESPERIA UNIFIED,SAN BERNARDINO,119,47,508.82556147538446,440.9732074208565,451.1264220428856,13.0,27.66,1415,0.3357282962888268,5,39.49579831932773,1400.9251909391269,Bajo Rendimiento / Riesgo,1.43,0,0,0.12,83,Baja
1553,36750440119115,S,OAK HILLS HIGH,HESPERIA UNIFIED,SAN BERNARDINO,578,273,453.9752503661496,470.9381677427469,434.1488680898169,63.0,23.08,1415,0.5710877155098768,24,47.2318339100346,1359.0622861987135,Bajo Rendimiento / Riesgo,6.8,0,1,0.18,85,Baja
1554,36750443630407,S,HESPERIA HIGH,HESPERIA UNIFIED,SAN BERNARDINO,467,163,448.6929918919172,463.2169323883365,436.524023509653,37.0,22.7,1415,0.3575919385441515,21,34.90364025695932,1348.4339477899066,Bajo Rendimiento / Riesgo,3.56,0,0,0.29,131,Baja
1555,36750443630746,S,SULTANA HIGH,HESPERIA UNIFIED,SAN BERNARDINO,452,174,448.56804246115286,463.93301703102753,431.31701334363913,57.0,32.76,1415,0.6500969148498695,20,38.49557522123894,1343.8180728358195,Bajo Rendimiento / Riesgo,9.83,0,1,0.29,46,Baja
1557,36750510000000,D,,LUCERNE VALLEY UNIFIED,SAN BERNARDINO,79,26,456.7109720514696,470.7191850383354,454.6569453282038,3.0,11.54,1415,0.4089324294733292,0,32.91139240506329,1382.0871024180087,Bajo Rendimiento / Riesgo,0.64,0,0,0.32,123,Baja
1559,36750513630563,S,LUCERNE VALLEY HIGH,LUCERNE VALLEY UNIFIED,SAN BERNARDINO,55,18,453.12445045365104,478.9686691343696,433.2723101650889,2.0,11.11,1415,0.5096981249447374,3,32.72727272727273,1365.3654297531095,Bajo Rendimiento / Riesgo,0.5,0,0,0.34,111,Media
1560,36750690000000,D,,UPLAND UNIFIED,SAN BERNARDINO,919,449,468.1258972020575,517.8074361070778,474.70564173014833,183.0,40.76,1415,0.4307396995242316,0,48.85745375408053,1460.6389750392837,Rendimiento Medio,61.27,0,0,0.2,15,Baja
1561,36750693637584,S,UPLAND HIGH,UPLAND UNIFIED,SAN BERNARDINO,816,449,507.9719225655765,514.4265451782979,477.96344219304416,183.0,40.76,1415,0.5062233889137391,30,55.024509803921575,1500.361909936919,Rendimiento Medio,6.69,0,0,0.13,122,Baja
1562,36750770000000,D,,APPLE VALLEY UNIFIED,SAN BERNARDINO,1015,307,494.3552254542832,468.9124177976792,488.55005002518607,139.0,45.28,1415,0.5829326215634147,0,30.24630541871921,1451.8176932771485,Rendimiento Medio,7.93,0,1,0.08,128,Baja
1563,36750773630423,S,APPLE VALLEY HIGH,APPLE VALLEY UNIFIED,SAN BERNARDINO,526,163,485.7435965032578,480.7287064279848,488.2813300308448,68.0,41.72,1415,0.4084965391508787,22,30.988593155893536,1454.7536329620873,Rendimiento Medio,9.56,0,0,0.74,55,Alta
1564,36750773630894,S,GRANITE HILLS HIGH,APPLE VALLEY UNIFIED,SAN BERNARDINO,373,90,503.9532753229072,451.1038257670293,463.1171987507686,35.0,38.89,1415,0.8030474037987705,13,24.128686327077748,1418.174299840705,Rendimiento Medio,16.95,0,1,0.27,22,Baja
1566,36750773631207,S,ACADEMY FOR ACADEMIC EXCELLENCE,APPLE VALLEY UNIFIED,SAN BERNARDINO,77,54,540.7025865041721,530.5941707225551,514.7918609183641,36.0,66.67,1415,0.6380465673367457,2,70.12987012987013,1586.0886181450912,Alto Rendimiento,1.75,0,1,0.05,44,Baja
1567,37000000000000,C,,,SAN DIEGO,43146,18078,512.8343921011167,527.3337483699858,493.5183009460984,8921.0,49.35,1415,0.0,0,41.899596718119874,1533.686441417201,Rendimiento Medio,719.1,0,0,0.51,60,Media
