index,cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrit,NumGE1500,PctGE1500,year,frpm_simulado,profes_simulado,Tasa_Participacion,Puntaje_Global,Categoria_Rendimiento,Radio_Alumno_Profesor,Excepcion_Positiva,Es_Alta_Vulnerabilidad,Categoria_Visual
1611,37681630000000,D,,JULIAN UNION ELEMENTARY,SAN DIEGO,594,29,533.8937827507782,542.0237339779478,510.1986669180631,19.0,65.52,1415,0.30085776534784675,0,4.882154882154882,1586.116183646789,Alto Rendimiento,25.683333333333334,0,0,Distritos
1613,37681633731239,S,JULIAN CHARTER,JULIAN UNION ELEMENTARY,SAN DIEGO,134,29,538.3417015181244,542.1294481284201,494.6778449006443,19.0,65.52,1415,0.5033569188131697,5,21.641791044776117,1575.1489945471887,Alto Rendimiento,26.8,0,0,
1616,37681890000000,D,,LAKESIDE UNION ELEMENTARY,SAN DIEGO,96,24,582.0824485220702,538.3455974588674,559.3964086872428,21.0,87.5,1415,0.4478131824880284,0,25.0,1679.8244546681804,Alto Rendimiento,30.833333333333332,0,0,Distritos
1618,37681893731072,S,RIVER VALLEY CHARTER,LAKESIDE UNION ELEMENTARY,SAN DIEGO,37,24,587.2619002925571,572.2837704284531,567.3919687784592,21.0,87.5,1415,0.275478928335453,1,64.86486486486487,1726.9376394994692,Alto Rendimiento,37.0,0,0,
1619,37682130000000,D,,MOUNTAIN EMPIRE UNIFIED,SAN DIEGO,349,66,461.1731665649805,473.5218355546204,460.4250899756617,20.0,30.3,1415,0.4462025506023472,0,18.911174785100286,1395.1200920952626,Bajo Rendimiento / Riesgo,23.75,0,0,Distritos
1625,37682133734878,S,MOUNTAIN EMPIRE HIGH,MOUNTAIN EMPIRE UNIFIED,SAN DIEGO,95,46,461.81974411215856,450.6587730419204,435.1928979823816,12.0,26.09,1415,0.2600912457258007,6,48.421052631578945,1347.6714151364606,Bajo Rendimiento / Riesgo,15.833333333333334,0,0,
1626,37682960000000,D,,POWAY UNIFIED,SAN DIEGO,2804,1802,573.9094687818032,594.6641046467072,531.0075681248859,1323.0,73.42,1415,0.5316660967737953,0,64.26533523537803,1699.5811415533963,Alto Rendimiento,22.18211205065425,0,0,Distritos
1627,37682960118935,S,DEL NORTE HIGH,POWAY UNIFIED,SAN DIEGO,512,386,573.5449828460013,628.3112922101742,554.1356916457453,309.0,80.05,1415,0.36685150144636947,34,75.390625,1755.9919667019208,Alto Rendimiento,15.058823529411764,0,0,
1628,37682963730074,S,MT. CARMEL HIGH,POWAY UNIFIED,SAN DIEGO,485,304,552.7849306685869,581.5159171144034,537.0195528894221,196.0,64.47,1415,0.3530318723737058,28,62.68041237113402,1671.3204006724125,Alto Rendimiento,17.321428571428573,0,0,
1629,37682963730819,S,RANCHO BERNARDO HIGH,POWAY UNIFIED,SAN DIEGO,556,367,562.5030261426626,579.8724088940031,548.6418599035592,265.0,72.21,1415,0.7599898239335979,21,66.00719424460432,1691.017294940225,Alto Rendimiento,26.476190476190474,0,1,
1630,37682963731528,S,WESTVIEW HIGH,POWAY UNIFIED,SAN DIEGO,566,409,585.9348450959524,606.3719618678089,552.9883088449124,317.0,77.51,1415,0.6208920959462285,28,72.26148409893993,1745.2951158086735,Alto Rendimiento,20.214285714285715,0,1,
1632,37682963735867,S,POWAY HIGH,POWAY UNIFIED,SAN DIEGO,532,335,523.9167959477144,570.1294283837451,548.2124353544868,236.0,70.45,1415,0.3253275291547493,18,62.96992481203007,1642.2586596859464,Alto Rendimiento,29.555555555555557,0,0,
1633,37683040000000,D,,RAMONA CITY UNIFIED,SAN DIEGO,473,169,528.9387126105603,544.0571610034864,511.0044412349528,105.0,62.13,1415,0.687411762907713,0,35.72938689217759,1584.0003148489993,Alto Rendimiento,24.571568627450983,1,1,Distritos
1636,37683043735974,S,RAMONA HIGH,RAMONA CITY UNIFIED,SAN DIEGO,353,161,530.0963596818241,545.2191459591926,486.6937274849499,99.0,61.49,1415,0.7329812637517897,12,45.609065155807365,1562.0092331259666,Alto Rendimiento,29.416666666666668,0,1,
1637,37683380000000,D,,SAN DIEGO UNIFIED,SAN DIEGO,10273,5007,464.1904761127035,479.8297392463329,463.4587938653594,2093.0,41.8,1415,0.44113178871614916,0,48.73941399785846,1407.479009224396,Rendimiento Medio,24.34087150482222,0,0,Distritos
1638,37683380106732,S,HIGH TECH HIGH INTERNATIONAL,SAN DIEGO UNIFIED,SAN DIEGO,97,94,503.7583532127173,490.448276882843,474.942455186222,42.0,44.68,1415,0.7842609423368824,3,96.90721649484536,1469.1490852817824,Rendimiento Medio,32.333333333333336,0,1,
1640,37683380107029,S,SAN DIEGO INTERNATIONAL STUDIES,SAN DIEGO UNIFIED,SAN DIEGO,208,160,506.8711856340574,487.37132270032646,529.6216735500952,85.0,53.13,1415,0.6218139433411548,7,76.92307692307693,1523.864181884479,Rendimiento Medio,29.714285714285715,0,1,
1641,37683380107052,S,SAN DIEGO BUSINESS/LEADERSHIP,SAN DIEGO UNIFIED,SAN DIEGO,179,60,400.5928784893329,407.4784965253714,414.3464090452226,12.0,20.0,1415,0.1862850593838103,9,33.5195530726257,1222.4177840599268,Bajo Rendimiento / Riesgo,19.88888888888889,0,0,
1642,37683380107078,S,KEARNY DIGITAL MEDIA & DESIGN,SAN DIEGO UNIFIED,SAN DIEGO,87,47,440.6397703750124,404.346421142997,450.0901419292913,10.0,21.28,1415,0.5342010655541491,4,54.02298850574713,1295.0763334473006,Bajo Rendimiento / Riesgo,21.75,0,0,
1643,37683380107086,S,KEARNY SCT,SAN DIEGO UNIFIED,SAN DIEGO,90,55,505.7432974561471,496.5677883644728,447.888480134282,21.0,38.18,1415,0.35134291033057474,4,61.111111111111114,1450.1995659549018,Rendimiento Medio,22.5,0,0,
1644,37683380107094,S,KEARNY INTERNATIONAL BUSINESS,SAN DIEGO UNIFIED,SAN DIEGO,104,55,472.4717337012642,505.5563381100059,440.3597390820384,17.0,30.91,1415,0.36474361966549884,3,52.88461538461539,1418.3878108933086,Rendimiento Medio,34.666666666666664,0,0,
1645,37683380107102,S,"KEARNY ENG, INNOV & DESIGN",SAN DIEGO UNIFIED,SAN DIEGO,78,43,435.754983439526,436.4101389177651,387.0683721265102,6.0,13.95,1415,0.3970709524166496,3,55.12820512820513,1259.2334944838012,Bajo Rendimiento / Riesgo,26.0,0,0,
1646,37683380107177,S,CRAWFORD HIGH,SAN DIEGO UNIFIED,SAN DIEGO,242,109,366.67180244558415,372.9701495519655,385.1056280350021,8.0,7.34,1415,0.584904714334727,10,45.04132231404959,1124.7475800325517,Bajo Rendimiento / Riesgo,24.2,0,1,
1647,37683380107219,S,SAN DIEGO SCIENCE AND TECHNOLOGY,SAN DIEGO UNIFIED,SAN DIEGO,142,52,468.3047458718752,448.7514033599034,427.44837921296846,11.0,21.15,1415,0.3838349759681384,7,36.61971830985916,1344.504528444747,Bajo Rendimiento / Riesgo,20.285714285714285,0,0,
1648,37683380107482,S,SAN DIEGO METRO CAREER AND TECH,SAN DIEGO UNIFIED,SAN DIEGO,25,21,446.7195806276388,427.5802576113831,426.9091261066194,2.0,9.52,1415,0.6628893354131963,0,84.0,1301.2089643456413,Bajo Rendimiento / Riesgo,,0,1,
1649,37683380108787,S,HIGH TECH HIGH MEDIA ARTS,SAN DIEGO UNIFIED,SAN DIEGO,95,86,477.30763372415953,461.8770813340087,484.93327637234586,33.0,38.37,1415,0.43316916990170873,5,90.52631578947368,1424.117991430514,Rendimiento Medio,19.0,0,0,
1650,37683380114025,S,LINCOLN HIGH,SAN DIEGO UNIFIED,SAN DIEGO,290,150,404.0520847610181,436.7099385220272,418.87194807532825,16.0,10.67,1415,0.19784724021697103,11,51.724137931034484,1259.6339713583734,Bajo Rendimiento / Riesgo,26.363636363636363,0,0,
1651,37683380114462,S,HEALTH SCIENCES HIGH,SAN DIEGO UNIFIED,SAN DIEGO,137,97,450.5497910512348,435.1203221411302,403.8663881140527,20.0,20.62,1415,0.698631889738875,7,70.8029197080292,1289.536501306418,Bajo Rendimiento / Riesgo,19.571428571428573,0,1,
1654,37683380118851,S,KING-CHAVEZ COMMUNITY HIGH,SAN DIEGO UNIFIED,SAN DIEGO,120,43,386.84419712728607,386.713894387585,378.69354534364135,1.0,2.33,1415,0.6298107182553311,6,35.833333333333336,1152.2516368585125,Bajo Rendimiento / Riesgo,20.0,0,1,
1655,37683380119610,S,GOMPERS PREPARATORY ACADEMY,SAN DIEGO UNIFIED,SAN DIEGO,123,122,363.91518705414126,358.8593934440797,354.823358852394,3.0,2.46,1415,0.3827193100040984,4,99.1869918699187,1077.597939350615,Bajo Rendimiento / Riesgo,30.75,0,0,
1657,37683380122788,S,COLEMAN TECH CHARTER HIGH,SAN DIEGO UNIFIED,SAN DIEGO,47,16,533.2701424005802,522.2741295647426,493.4164786348002,7.0,43.75,1415,0.4117447329089695,2,34.04255319148936,1548.960750600123,Alto Rendimiento,23.5,0,0,
1659,37683380127647,S,E3 CIVIC HIGH,SAN DIEGO UNIFIED,SAN DIEGO,74,42,447.6467056210413,434.6866236900532,402.84337638280607,9.0,21.43,1415,0.5992140781089907,3,56.75675675675676,1285.1767056939007,Bajo Rendimiento / Riesgo,24.666666666666668,0,1,
1662,37683383730173,S,SERRA HIGH,SAN DIEGO UNIFIED,SAN DIEGO,418,236,509.6841188434956,504.048089136607,470.66539801895306,120.0,50.85,1415,0.2892944972716057,15,56.45933014354066,1484.3976059990557,Rendimiento Medio,27.866666666666667,0,0,
1663,37683383730181,S,MIRA MESA HIGH,SAN DIEGO UNIFIED,SAN DIEGO,599,349,475.9899365059078,544.5292704314347,481.0842658093796,174.0,49.86,1415,0.442833704871596,20,58.263772954924875,1501.603472746722,Rendimiento Medio,29.95,0,0,
1665,37683383730314,S,UNIVERSITY CITY HIGH,SAN DIEGO UNIFIED,SAN DIEGO,417,314,520.4139767155739,549.2494963027705,487.38862616036624,187.0,59.55,1415,0.2209610282872114,17,75.29976019184652,1557.0520991787107,Alto Rendimiento,24.529411764705884,0,0,
1666,37683383730371,S,SAN DIEGO SCPA,SAN DIEGO UNIFIED,SAN DIEGO,200,159,483.1611364361248,450.9984694055524,484.76725927470426,58.0,36.48,1415,0.34449694326279856,8,79.5,1418.9268651163814,Rendimiento Medio,25.0,0,0,
1667,37683383730751,S,MT. EVEREST ACADEMY,SAN DIEGO UNIFIED,SAN DIEGO,34,21,643.9464535643506,597.3479660430489,583.7974784425628,18.0,85.71,1415,0.3434233759260975,1,61.76470588235294,1825.0918980499623,Alto Rendimiento,34.0,0,0,
1668,37683383730884,S,SCRIPPS RANCH HIGH,SAN DIEGO UNIFIED,SAN DIEGO,527,394,573.9994705197737,585.7228357435988,561.5660529682865,287.0,72.84,1415,0.4524132493161541,32,74.76280834914611,1721.288359231659,Alto Rendimiento,16.46875,0,0,
1669,37683383730959,S,CHARTER SCHOOL OF SAN DIEGO,SAN DIEGO UNIFIED,SAN DIEGO,1158,38,488.6720501246732,434.9185707070535,470.145842130828,10.0,26.32,1415,0.8362581186595295,77,3.281519861830743,1393.7364629625547,Bajo Rendimiento / Riesgo,15.03896103896104,0,1,
1670,37683383731189,S,PREUSS SCHOOL UCSD,SAN DIEGO UNIFIED,SAN DIEGO,132,133,494.12290800358994,497.0141609933004,493.7059531483959,55.0,41.35,1415,0.19725178267867535,6,100.0,1484.8430221452863,Rendimiento Medio,22.0,0,0,
1671,37683383731213,S,CLAIREMONT HIGH,SAN DIEGO UNIFIED,SAN DIEGO,258,134,495.1442352636553,495.73559666569207,475.7273174672034,58.0,43.28,1415,0.5130906960664164,13,51.93798449612403,1466.6071493965508,Rendimiento Medio,19.846153846153847,0,0,
1672,37683383731247,S,HIGH TECH HIGH,SAN DIEGO UNIFIED,SAN DIEGO,131,111,520.3476397286294,542.7231354049517,516.450934269918,61.0,54.95,1415,0.2755552774085473,8,84.7328244274809,1579.521709403499,Alto Rendimiento,16.375,0,0,
1674,37683383732781,S,HENRY HIGH,SAN DIEGO UNIFIED,SAN DIEGO,564,414,541.754323909204,529.5345513605737,468.4797028125434,224.0,54.11,1415,0.22931245330922492,31,73.40425531914893,1539.768578082321,Alto Rendimiento,18.193548387096776,0,0,
1675,37683383732997,S,HOOVER HIGH,SAN DIEGO UNIFIED,SAN DIEGO,410,247,405.44698129764,413.5982210102443,404.2249734468945,35.0,14.17,1415,0.43252070165311385,15,60.24390243902439,1223.2701757547788,Bajo Rendimiento / Riesgo,27.333333333333332,0,0,
1676,37683383733508,S,LA JOLLA HIGH,SAN DIEGO UNIFIED,SAN DIEGO,370,255,558.6747795696052,572.8823206354699,567.4750569119622,182.0,71.37,1415,0.6665194893842243,13,68.91891891891892,1699.0321571170373,Alto Rendimiento,28.46153846153846,0,1,
1677,37683383733698,S,MADISON HIGH,SAN DIEGO UNIFIED,SAN DIEGO,273,171,468.47404247224426,467.4747868278025,439.3198864066179,47.0,27.49,1415,0.6431880996192116,15,62.637362637362635,1375.2687157066648,Bajo Rendimiento / Riesgo,18.2,0,1,
1678,37683383734431,S,MISSION BAY HIGH,SAN DIEGO UNIFIED,SAN DIEGO,240,152,416.2258560966226,441.556468525396,420.1182224100103,34.0,22.37,1415,0.44591004582575255,10,63.33333333333333,1277.900547032029,Bajo Rendimiento / Riesgo,24.0,0,0,
1679,37683383734654,S,MORSE HIGH,SAN DIEGO UNIFIED,SAN DIEGO,416,192,471.1530009096698,476.2209536482324,456.9030174714589,51.0,26.56,1415,0.39256691756690276,19,46.15384615384615,1404.276972029361,Bajo Rendimiento / Riesgo,21.894736842105264,0,0,
1680,37683383735750,S,POINT LOMA HIGH,SAN DIEGO UNIFIED,SAN DIEGO,430,275,528.2374206334655,520.3913759884757,480.30781253565806,152.0,55.27,1415,0.4283286649870094,18,63.95348837209303,1528.9366091575992,Rendimiento Medio,23.88888888888889,0,0,
1682,37683386061964,S,THE O'FARRELL CHARTER,SAN DIEGO UNIFIED,SAN DIEGO,90,88,394.21008405880445,447.8944215226427,401.6241415791778,18.0,20.45,1415,0.29373305709475983,3,97.77777777777777,1243.7286471606249,Bajo Rendimiento / Riesgo,30.0,0,0,
1683,37683460000000,D,,SAN DIEGUITO UNION HIGH,SAN DIEGO,2052,1271,585.5487009223682,588.3132863199065,558.6475624507646,1027.0,80.8,1415,0.5483489673530993,0,61.939571150097464,1732.5095496930392,Alto Rendimiento,22.366493250566293,0,0,Distritos
1684,37683460106328,S,CANYON CREST ACADEMY,SAN DIEGUITO UNION HIGH,SAN DIEGO,428,297,596.186346333704,645.6313509273766,608.9070831254487,263.0,88.55,1415,0.48812778829122294,15,69.39252336448598,1850.7247803865293,Alto Rendimiento,28.533333333333335,0,0,
1685,37683463730033,S,TORREY PINES HIGH,SAN DIEGUITO UNION HIGH,SAN DIEGO,687,412,607.0727037623765,655.2882235172627,605.6280742140375,361.0,87.62,1415,0.3379736292473251,22,59.97088791848617,1867.9890014936768,Alto Rendimiento,31.227272727272727,0,0,
1686,37683463731007,S,LA COSTA CANYON HIGH,SAN DIEGUITO UNION HIGH,SAN DIEGO,470,293,551.7962096177982,590.3720097606379,531.4190932203512,205.0,69.97,1415,0.3512231654280751,31,62.34042553191489,1673.5873125987873,Alto Rendimiento,15.161290322580646,0,0,
1688,37683463737418,S,SAN DIEGUITO HIGH ACADEMY,SAN DIEGUITO UNION HIGH,SAN DIEGO,384,266,568.8744772856327,582.778548197704,546.1810281427634,198.0,74.44,1415,0.8279761321899245,18,69.27083333333334,1697.8340536261,Alto Rendimiento,21.333333333333332,0,1,
1689,37684030000000,D,,SPENCER VALLEY ELEMENTARY,SAN DIEGO,285,21,551.204119667586,518.29218621703,495.09907919873865,13.0,61.9,1415,0.49351769305184084,0,7.368421052631578,1564.5953850833548,Alto Rendimiento,22.166666666666668,0,0,Distritos
1691,37684036120893,S,CALIFORNIA VIRTUAL ACADEMY @ SAN DIEGO,SPENCER VALLEY ELEMENTARY,SAN DIEGO,245,21,555.8608272416686,541.7344507595975,494.0608443826812,13.0,61.9,1415,0.20388562694547638,10,8.571428571428571,1591.6561223839474,Alto Rendimiento,24.5,0,0,
1692,37684110000000,D,,SWEETWATER UNION HIGH,SAN DIEGO,7881,3216,468.1993851057293,469.6700426315126,451.50259123916703,1152.0,35.82,1415,0.5357325851224215,0,40.80700418728588,1389.372018976409,Bajo Rendimiento / Riesgo,23.128567069544758,0,0,Distritos
1693,37684110111831,S,OLYMPIAN HIGH,SWEETWATER UNION HIGH,SAN DIEGO,533,340,486.6835823894736,493.579071892585,471.36501385712376,154.0,45.29,1415,0.20290852969784687,26,63.789868667917446,1451.6276681391823,Rendimiento Medio,20.5,0,0,
1694,37684113730124,S,SOUTHWEST SENIOR HIGH,SWEETWATER UNION HIGH,SAN DIEGO,425,154,452.2906636203299,450.4383865386421,425.86620749464174,31.0,20.13,1415,0.8159962545918962,23,36.23529411764706,1328.5952576536138,Bajo Rendimiento / Riesgo,18.47826086956522,0,1,
1695,37684113730405,S,BONITA VISTA SENIOR HIGH,SWEETWATER UNION HIGH,SAN DIEGO,689,373,497.6435792292566,521.7203510007206,470.7555324286336,182.0,48.79,1415,0.35810355321513354,45,54.13642960812772,1490.1194626586107,Rendimiento Medio,15.311111111111112,0,0,
1696,37684113730801,S,CASTLE PARK SENIOR HIGH,SWEETWATER UNION HIGH,SAN DIEGO,389,120,449.7212269318096,472.2511005130156,414.7566639125433,24.0,20.0,1415,0.21444689025773278,14,30.848329048843187,1336.7289913573684,Bajo Rendimiento / Riesgo,27.785714285714285,0,0,
1697,37684113730843,S,EASTLAKE HIGH,SWEETWATER UNION HIGH,SAN DIEGO,798,494,482.7176052882745,536.3442743900986,497.97376248173833,238.0,48.18,1415,0.5693312110052671,53,61.904761904761905,1517.0356421601114,Rendimiento Medio,15.056603773584905,0,1,
1698,37684113731064,S,CHULA VISTA SENIOR HIGH,SWEETWATER UNION HIGH,SAN DIEGO,700,300,454.74536429582,453.91869588886624,437.164194204799,71.0,23.67,1415,0.5865541448031862,36,42.857142857142854,1345.8282543894852,Bajo Rendimiento / Riesgo,19.444444444444443,0,1,
1701,37684113731502,S,SAN YSIDRO HIGH,SWEETWATER UNION HIGH,SAN DIEGO,637,209,416.0550850796944,465.5668895287609,419.3375747957583,41.0,19.62,1415,0.16057747895013252,42,32.81004709576138,1300.9595494042137,Bajo Rendimiento / Riesgo,15.166666666666666,0,0,
1702,37684113731627,S,OTAY RANCH SENIOR HIGH,SWEETWATER UNION HIGH,SAN DIEGO,719,385,483.75716321281897,478.22888987363706,490.89388273509127,160.0,41.56,1415,0.8255107586181303,27,53.546592489568845,1452.8799358215472,Rendimiento Medio,26.62962962962963,0,1,
1703,37684113732849,S,HILLTOP SENIOR HIGH,SWEETWATER UNION HIGH,SAN DIEGO,581,236,463.4965085167076,464.5347488381294,469.0447396420018,83.0,35.17,1415,0.32562513198377174,20,40.61962134251291,1397.0759969968387,Bajo Rendimiento / Riesgo,29.05,0,0,
1704,37684113733953,S,MAR VISTA SENIOR HIGH,SWEETWATER UNION HIGH,SAN DIEGO,432,170,488.2119253461808,493.0663595857664,437.4589114384674,60.0,35.29,1415,0.6232184016367832,20,39.351851851851855,1418.7371963704145,Rendimiento Medio,21.6,0,1,
1705,37684113738226,S,SWEETWATER HIGH,SWEETWATER UNION HIGH,SAN DIEGO,731,276,457.44473989765976,447.1523266424269,457.2892903753047,73.0,26.45,1415,0.6446409089150966,24,37.75649794801642,1361.8863569153914,Bajo Rendimiento / Riesgo,30.458333333333332,0,1,
1706,37684113738234,S,MONTGOMERY SENIOR HIGH,SWEETWATER UNION HIGH,SAN DIEGO,438,155,455.2933527891555,455.7583685383962,433.7423454959552,35.0,22.58,1415,0.5770051919556399,16,35.38812785388128,1344.794066823507,Bajo Rendimiento / Riesgo,27.375,0,1,
1709,37684520000000,D,,VISTA UNIFIED,SAN DIEGO,2951,745,531.8707839279639,501.8051682925371,501.6017349811191,372.0,49.93,1415,0.5121518524126903,0,25.245679430701458,1535.27768720162,Rendimiento Medio,23.31096654955351,0,0,Distritos
1712,37684520118430,S,MISSION VISTA HIGH,VISTA UNIFIED,SAN DIEGO,326,207,563.1204557466493,525.2890476088018,508.2940749637493,135.0,65.22,1415,0.756266943528184,20,63.49693251533742,1596.7035783192005,Alto Rendimiento,16.3,0,1,
1715,37684523730728,S,RANCHO BUENA VISTA HIGH,VISTA UNIFIED,SAN DIEGO,555,234,516.946178107713,505.3027786636182,471.60669632504784,112.0,47.86,1415,0.2583800288184039,22,42.16216216216216,1493.855653096379,Rendimiento Medio,25.227272727272727,0,0,
1716,37684523730942,S,GUAJOME PARK ACADEMY CHARTER,VISTA UNIFIED,SAN DIEGO,106,63,530.0953903995191,546.1027159128404,514.1910694638258,34.0,53.97,1415,0.8113153811481557,4,59.43396226415094,1590.3891757761853,Alto Rendimiento,26.5,0,1,
1717,37684523738705,S,VISTA HIGH,VISTA UNIFIED,SAN DIEGO,570,237,467.56523867955855,481.9825199595728,448.8246406628085,90.0,37.97,1415,0.6655746598343548,23,41.578947368421055,1398.3723993019398,Bajo Rendimiento / Riesgo,24.782608695652176,0,1,
1718,37735510000000,D,,CARLSBAD UNIFIED,SAN DIEGO,810,426,551.0670090151066,549.3613168471524,507.6952315290943,283.0,66.43,1415,0.4390308368343363,0,52.59259259259259,1608.1235573913534,Alto Rendimiento,17.773892773892772,0,0,Distritos
1720,37735513730694,S,CARLSBAD HIGH,CARLSBAD UNIFIED,SAN DIEGO,750,425,562.9436648108749,569.4572383206197,515.9088969537676,283.0,66.59,1415,0.2918428438947402,44,56.666666666666664,1648.309800085262,Alto Rendimiento,17.045454545454547,0,0,
1721,37735690000000,D,,OCEANSIDE UNIFIED,SAN DIEGO,1538,520,517.3266271375517,521.6960046008508,500.2492870359194,226.0,43.46,1415,0.5309817273095977,0,33.81014304291287,1539.2719187743219,Alto Rendimiento,25.45083055411207,0,0,Distritos
1724,37735693735206,S,OCEANSIDE HIGH,OCEANSIDE UNIFIED,SAN DIEGO,518,186,492.8802385073,533.5466921878198,437.5264618419325,74.0,39.78,1415,0.6260783198128809,17,35.907335907335906,1463.9533925370524,Rendimiento Medio,30.470588235294116,0,1,
1725,37735693739018,S,EL CAMINO HIGH,OCEANSIDE UNIFIED,SAN DIEGO,802,329,492.3007005400533,529.8246135817681,479.6951983675309,148.0,44.98,1415,0.43570618360668867,27,41.02244389027431,1501.8205124893523,Rendimiento Medio,29.703703703703702,0,0,
1726,37737910000000,D,,SAN MARCOS UNIFIED,SAN DIEGO,1425,780,510.3699449089519,519.6773727930298,469.53870557399966,389.0,49.87,1415,0.47599618939742827,0,54.736842105263165,1499.5860232759815,Rendimiento Medio,25.37517916865743,0,0,Distritos
1727,37737910105726,S,MISSION HILLS HIGH,SAN MARCOS UNIFIED,SAN DIEGO,633,370,507.8829550835304,488.74756577433527,486.9457791363403,173.0,46.76,1415,0.16077642418391594,42,58.451816745655606,1483.576299994206,Rendimiento Medio,15.071428571428571,0,0,
1730,37737913737632,S,SAN MARCOS HIGH,SAN MARCOS UNIFIED,SAN DIEGO,634,407,520.0014332456582,525.9036131883181,485.0551013939733,214.0,52.58,1415,0.4651779723000232,26,64.1955835962145,1530.9601478279494,Rendimiento Medio,24.384615384615383,0,0,
1734,37756140000000,D,,VALLEY CENTER-PAUMA UNIFIED,SAN DIEGO,295,121,481.8927522310565,477.9819577197735,494.6406819470472,59.0,48.76,1415,0.38605240689506415,0,41.01694915254237,1454.5153918978772,Rendimiento Medio,21.62945156695157,0,0,Distritos
